dataflow,IMF.RES:WEO(9.0.0),R,MAC,BCA,A,2026,18976377000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,BCA,A,2027,19450942000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,BCA,A,2028,20227740000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,BCA,A,2029,21007211000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,BCA,A,2030,21679406000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,BCA,A,2031,22318403000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,BCA_NGDPD,A,2026,34.994003,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,BCA_NGDPD,A,2027,34.238314,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,BCA_NGDPD,A,2028,33.912023,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,BCA_NGDPD,A,2029,33.58994,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,BCA_NGDPD,A,2030,33.074634,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,BCA_NGDPD,A,2031,32.515753,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,GGR,A,2026,132650924000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,GGR,A,2027,140675217000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,GGR,A,2028,149546768000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,GGR,A,2029,158582546000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,GGR,A,2030,166023981000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/18/2025
dataflow,IMF.RES:WEO(9.0.0),R,MAC,GGR,A,2031,173807384000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/18/2025
