dataflow,IMF.RES:WEO(9.0.0),R,G001,BCA,A,2026,442907037000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,BCA,A,2027,407454690000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,BCA,A,2028,421905367000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,BCA,A,2029,428550776000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,BCA,A,2030,479596434000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,BCA,A,2031,445774194000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDPD,A,2026,126295331061000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDPD,A,2027,131890664724000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDPD,A,2028,138128890054000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDPD,A,2029,144669071717000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDPD,A,2030,151388840263000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDPD,A,2031,158391655093000,9,,3,,,B1GQ,,,,,,,,,V,,,,USD,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDP_RPCH,A,2026,3.055974,0,,3,,,B1GQ,,,,,,,,,Q,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDP_RPCH,A,2027,3.223795,0,,3,,,B1GQ,,,,,,,,,Q,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDP_RPCH,A,2028,3.239925,0,,3,,,B1GQ,,,,,,,,,Q,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDP_RPCH,A,2029,3.160741,0,,3,,,B1GQ,,,,,,,,,Q,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDP_RPCH,A,2030,3.074051,0,,3,,,B1GQ,,,,,,,,,Q,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDP_RPCH,A,2031,3.071355,0,,3,,,B1GQ,,,,,,,,,Q,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDP_RPCHMK,A,2026,2.564463,0,,3,,,B1GQ,,,,,,,,,Q,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDP_RPCHMK,A,2027,2.639663,0,,3,,,B1GQ,,,,,,,,,Q,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDP_RPCHMK,A,2028,2.647165,0,,3,,,B1GQ,,,,,,,,,Q,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDP_RPCHMK,A,2029,2.529722,0,,3,,,B1GQ,,,,,,,,,Q,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDP_RPCHMK,A,2030,2.438041,0,,3,,,B1GQ,,,,,,,,,Q,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGDP_RPCHMK,A,2031,2.430466,0,,3,,,B1GQ,,,,,,,,,Q,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGSD_NGDP,A,2026,26.208508,0,,3,,,B8GNAT,,,,,,,,,,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGSD_NGDP,A,2027,26.258931,0,,3,,,B8GNAT,,,,,,,,,,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGSD_NGDP,A,2028,26.435769,0,,3,,,B8GNAT,,,,,,,,,,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGSD_NGDP,A,2029,26.513829,0,,3,,,B8GNAT,,,,,,,,,,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGSD_NGDP,A,2030,26.570466,0,,3,,,B8GNAT,,,,,,,,,,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NGSD_NGDP,A,2031,26.556517,0,,3,,,B8GNAT,,,,,,,,,,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NID_NGDP,A,2026,25.885676,0,,3,,,P5,,,,,,,,,,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NID_NGDP,A,2027,25.991677,0,,3,,,P5,,,,,,,,,,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NID_NGDP,A,2028,26.179447,0,,3,,,P5,,,,,,,,,,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NID_NGDP,A,2029,26.274716,0,,3,,,P5,,,,,,,,,,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NID_NGDP,A,2030,26.322592,0,,3,,,P5,,,,,,,,,,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,NID_NGDP,A,2031,26.348935,0,,3,,,P5,,,,,,,,,,,,,PT,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,PALLFNFW,A,2026,201.38996,0,,3,,,,,,,PALLFNF,,,,CPIX,,,,,IX,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,PALLFNFW,A,2027,197.778483,0,,3,,,,,,,PALLFNF,,,,CPIX,,,,,IX,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,PALLFNFW,A,2028,193.867259,0,,3,,,,,,,PALLFNF,,,,CPIX,,,,,IX,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,PALLFNFW,A,2029,191.876752,0,,3,,,,,,,PALLFNF,,,,CPIX,,,,,IX,,,OL,
dataflow,IMF.RES:WEO(9.0.0),R,G001,PALLFNFW,A,2030,191.536347,0,,3,,,,,,,PALLFNF,,,,CPIX,,,,,IX,,,OL,
