dataflow,IMF.RES:WEO(9.0.0),R,BLZ,BCA,A,2026,-154828000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,BCA,A,2027,-139372000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,BCA,A,2028,-129140000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,BCA,A,2029,-127188000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,BCA,A,2030,-127762000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,BCA,A,2031,-130305000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,BCA_NGDPD,A,2026,-4.488288,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,BCA_NGDPD,A,2027,-3.896092,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,BCA_NGDPD,A,2028,-3.495253,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,BCA_NGDPD,A,2029,-3.332928,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,BCA_NGDPD,A,2030,-3.241464,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,BCA_NGDPD,A,2031,-3.20083,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGR,A,2026,1694216000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGR,A,2027,1751906000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGR,A,2028,1808642000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGR,A,2029,1867564000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGR,A,2030,1928917000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGR,A,2031,1992286000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGR_NGDP,A,2026,24.556633,0,,3,,,,G1,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGR_NGDP,A,2027,24.48701,0,,3,,,,G1,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGR_NGDP,A,2028,24.475941,0,,3,,,,G1,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGR_NGDP,A,2029,24.469439,0,,3,,,,G1,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGR_NGDP,A,2030,24.469439,0,,3,,,,G1,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGR_NGDP,A,2031,24.469439,0,,3,,,,G1,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGX,A,2026,1797611000,9,,3,,,,G2M,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGX,A,2027,1879706000,9,,3,,,,G2M,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGX,A,2028,1929797000,9,,3,,,,G2M,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGX,A,2029,1964950000,9,,3,,,,G2M,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGX,A,2030,2017855000,9,,3,,,,G2M,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGX,A,2031,2080789000,9,,3,,,,G2M,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGXCNL,A,2026,-103394000,9,,3,,,,GNLB,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGXCNL,A,2027,-127799000,9,,3,,,,GNLB,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGXCNL,A,2028,-121154000,9,,3,,,,GNLB,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGXCNL,A,2029,-97387000,9,,3,,,,GNLB,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,BLZ,GGXCNL,A,2030,-88938000,9,,3,,,,GNLB,,,,,S13,,,,,,,XDC,,,OL,9/29/2025
